Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_153.jpg;15;1;0;1.628523;101.039;86.63352;0.9103862;44.92067;0.321476
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_195.jpg;15;1;0;1.658102;101.0811;86.68356;0.8771361;45.95211;0.3508689
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_241.jpg;15;1;0;1.686567;101.123;86.73527;0.8444594;46.99892;0.3840423
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_281.jpg;15;1;0;1.716223;101.1647;86.78853;0.8065447;48.06393;0.4154368
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_332.jpg;15;1;0;1.745216;101.2266;86.87149;0.7462389;49.68299;0.4658151
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_372.jpg;15;1;0;1.787928;101.2675;86.92891;0.7057891;50.77812;0.5031157
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_421.jpg;14.61282;1;0;1.816606;101.3078;86.988;0.6648205;51.8853;0.5427809
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_470.jpg;11.54102;1;0;1.847771;101.3687;87.07926;0.6076629;53.39337;0.5804479
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_512.jpg;8.770361;1;0;1.878563;101.41;87.14178;0.5855603;54.20128;0.5877265
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_560.jpg;6.268013;1;0;1.924268;101.452;87.20558;0.5768795;54.86119;0.5801927
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_609.jpg;3.139728;1;0;1.955014;101.5171;87.30356;0.6016634;55.50665;0.5376296
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_657.jpg;0.4310695;1;0;1.98426;101.5621;87.37025;0.6497552;55.70397;0.4899151
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_706.jpg;0;1;0;2.027399;101.6319;87.47225;0.7627614;55.76149;0.3941669
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_749.jpg;0;1;0;2.056213;101.6796;87.54174;0.8608307;55.76154;0.3248264
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_789.jpg;0;1;0;2.084431;101.7281;87.61217;0.9648585;55.7482;0.2435887
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_838.jpg;0.893898;1;0;2.128817;101.7772;87.68372;1.075052;55.75494;0.1580537
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_887.jpg;1.428948;1;0;2.157281;101.8516;87.79321;1.242441;55.8557;0.02757289
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_936.jpg;0;1;0;2.186348;101.9011;87.86751;1.331011;55.91307;359.9911
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_29_976.jpg;0;0.9378931;0;2.231319;101.9506;87.94228;1.368423;55.94379;-0.005150151
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_30_026.jpg;0;0.8136022;0;2.260065;102.0257;88.05436;1.324835;55.94741;-0.001952889
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_30_074.jpg;0;0.662926;0;2.285079;102.0767;88.12966;1.286685;55.94272;-0.0009688237
C:\Users\Omar MOhamed\Downloads\Vision\Rover_Sim\IMG\robocam_2022_12_10_00_23_30_117.jpg;0;0.538386;0;2.301871;102.1282;88.20546;1.252039;55.93639;-0.000834843
