Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
../images_ouput\2022_12_22_16_25_36_852.jpg;21.0;0.2;0;0.0847;106.6415;83.8203;359.8687;107.7219;0.0942
../images_ouput\2022_12_22_16_25_36_865.jpg;21.0;0.2;0;0.0847;106.6415;83.8203;359.8687;107.7219;0.0942
../images_ouput\2022_12_22_16_25_36_876.jpg;21.0;0.2;0;0.0815;106.6412;83.8211;359.828;107.9754;0.0958
../images_ouput\2022_12_22_16_25_36_898.jpg;21.0;0.2;0;0.0815;106.6412;83.8211;359.828;107.9754;0.0958
../images_ouput\2022_12_22_16_25_36_916.jpg;21.0;0.2;0;0.0715;106.6408;83.8225;359.743;108.6695;0.1002
../images_ouput\2022_12_22_16_25_36_930.jpg;21.0;0.2;0;0.0715;106.6408;83.8225;359.743;108.6695;0.1002
../images_ouput\2022_12_22_16_25_36_940.jpg;21.0;0.2;0;0.0657;106.6406;83.823;359.6986;109.1024;0.1034
../images_ouput\2022_12_22_16_25_36_981.jpg;21.0;0.2;0;0.0556;106.6404;83.8237;359.6079;110.1041;0.1117
../images_ouput\2022_12_22_16_25_37_002.jpg;21.0;0.2;0;0.0513;106.6403;83.8239;359.5629;110.6947;0.1172
../images_ouput\2022_12_22_16_25_37_014.jpg;21.0;0.2;0;0.0513;106.6403;83.8239;359.5629;110.6947;0.1172
